STATEFP,COUNTYFP,COUNAME,STNAME,POPULATION,LATITUDE_county,LONGITUDE_county
28,111,Perry,Mississippi,11511,+31.262146,-088.992608
28,113,Pike,Mississippi,40324,+31.219047,-090.435044
28,115,Pontotoc,Mississippi,31184,+34.253564,-089.015136
28,117,Prentiss,Mississippi,25008,+34.632609,-088.552077
28,119,Quitman,Mississippi,6176,+34.267733,-090.263230
28,121,Rankin,Mississippi,157031,+32.281333,-090.030487
28,123,Scott,Mississippi,27990,+32.401640,-089.529579
28,125,Sharkey,Mississippi,3800,+32.921684,-090.862626
28,127,Simpson,Mississippi,25949,+31.915898,-089.855744
28,129,Smith,Mississippi,14209,+31.970107,-089.504515
28,131,Stone,Mississippi,18333,+30.806397,-089.135849
28,133,Sunflower,Mississippi,25971,+33.593307,-090.584134
28,135,Tallahatchie,Mississippi,12715,+33.984159,-090.182077
28,137,Tate,Mississippi,28064,+34.644191,-089.948269
28,139,Tippah,Mississippi,21815,+34.765765,-088.924324
28,141,Tishomingo,Mississippi,18850,+34.730586,-088.228294
28,143,Tunica,Mississippi,9782,+34.720692,-090.341396
28,145,Union,Mississippi,27777,+34.483103,-089.010519
28,147,Walthall,Mississippi,13884,+31.150842,-090.122962
28,149,Warren,Mississippi,44722,+32.324815,-090.843777
28,151,Washington,Mississippi,44922,+33.369011,-091.010780
28,153,Wayne,Mississippi,19779,+31.650518,-088.662531
28,155,Webster,Mississippi,9926,+33.582804,-089.220716
28,157,Wilkinson,Mississippi,8587,+31.123212,-091.245215
28,159,Winston,Mississippi,17714,+33.084971,-089.042025
28,161,Yalobusha,Mississippi,12481,+34.081548,-089.694995
28,163,Yazoo,Mississippi,26743,+32.829241,-090.382180
22,001,Acadia,Louisiana,57576,+30.281563,-092.350979
22,003,Allen,Louisiana,22750,+30.669442,-092.779523
22,005,Ascension,Louisiana,126500,+30.254386,-090.934071
22,007,Assumption,Louisiana,21039,+29.921462,-091.065832
22,009,Avoyelles,Louisiana,39693,+31.057263,-092.067528
22,011,Beauregard,Louisiana,36549,+30.723548,-093.282544
22,013,Bienville,Louisiana,12981,+32.384335,-093.079008
22,015,Bossier,Louisiana,128746,+32.560816,-093.659046
22,017,Caddo,Louisiana,237848,+32.468933,-093.799166
22,019,Calcasieu,Louisiana,216785,+30.225067,-093.257749
22,021,Caldwell,Louisiana,9645,+32.073032,-092.104629
22,023,Cameron,Louisiana,5617,+29.957136,-093.210852
22,025,Catahoula,Louisiana,8906,+31.694978,-091.820047
22,027,Claiborne,Louisiana,14170,+32.826371,-093.033201
22,029,Concordia,Louisiana,18687,+31.592181,-091.546320
22,031,De Soto,Louisiana,26812,+32.121308,-093.778274
22,033,East Baton Rouge,Louisiana,456781,+30.460289,-091.100064
22,035,East Carroll,Louisiana,7459,+32.761788,-091.184557
22,037,East Feliciana,Louisiana,19539,+30.820502,-091.090607
22,039,Evangeline,Louisiana,32350,+30.690294,-092.361575
22,041,Franklin,Louisiana,19774,+32.147658,-091.695666
22,043,Grant,Louisiana,22169,+31.530198,-092.538082
22,045,Iberia,Louisiana,69929,+29.994242,-091.809640
22,047,Iberville,Louisiana,30241,+30.271035,-091.232013
22,049,Jackson,Louisiana,15031,+32.283184,-092.643112
22,051,Jefferson,Louisiana,440781,+29.945816,-090.152287
22,053,Jefferson Davis,Louisiana,32250,+30.241059,-092.746247
22,055,Lafayette,Louisiana,241753,+30.198103,-092.042199
22,057,Lafourche,Louisiana,97557,+29.690273,-090.633960
22,059,LaSalle,Louisiana,14791,+31.726006,-092.169540
22,061,Lincoln,Louisiana,48396,+32.549640,-092.645045
22,063,Livingston,Louisiana,142282,+30.482370,-090.843081
22,065,Madison,Louisiana,10017,+32.397655,-091.197847
22,067,Morehouse,Louisiana,25629,+32.785896,-091.888300
22,069,Natchitoches,Louisiana,37515,+31.757091,-093.097411
22,071,Orleans,Louisiana,383997,+29.975765,-090.052950
22,073,Ouachita,Louisiana,160368,+32.516411,-092.131922
22,075,Plaquemines,Louisiana,23515,+29.725872,-089.903288
22,077,Pointe Coupee,Louisiana,20758,+30.664814,-091.494700
22,079,Rapides,Louisiana,130023,+31.286365,-092.455373
22,081,Red River,Louisiana,7620,+32.054844,-093.305191
22,083,Richland,Louisiana,20043,+32.440206,-091.718715
22,085,Sabine,Louisiana,22155,+31.578134,-093.564477
22,087,St. Bernard,Louisiana,43764,+29.930597,-089.937239
22,089,St. Charles,Louisiana,52549,+29.938265,-090.376212
22,091,St. Helena,Louisiana,10920,+30.786666,-090.693517
22,093,St. James,Louisiana,20192,+30.020844,-090.736618
22,095,St. John the Baptist,Louisiana,42477,+30.072182,-090.511201
22,097,St. Landry,Louisiana,82540,+30.510054,-092.112737
22,099,St. Martin,Louisiana,51767,+30.231079,-091.837350
22,101,St. Mary,Louisiana,49406,+29.738031,-091.339006
22,103,St. Tammany,Louisiana,264570,+30.386943,-089.961836
22,105,Tangipahoa,Louisiana,133157,+30.561076,-090.449002
22,107,Tensas,Louisiana,4147,+31.960595,-091.298951
22,109,Terrebonne,Louisiana,109580,+29.596256,-090.725647
22,111,Union,Louisiana,21107,+32.788831,-092.398543
22,113,Vermilion,Louisiana,57359,+29.998731,-092.161801
22,115,Vernon,Louisiana,48750,+31.094560,-093.247140
22,117,Washington,Louisiana,45463,+30.839568,-090.004103
22,119,Webster,Louisiana,36967,+32.699031,-093.338052
22,121,West Baton Rouge,Louisiana,27199,+30.436753,-091.266575
22,123,West Carroll,Louisiana,9751,+32.827035,-091.427421
22,125,West Feliciana,Louisiana,15310,+30.888343,-091.442588
22,127,Winn,Louisiana,13755,+31.930579,-092.677910
51,001,Accomack,Virginia,33413,+37.789059,-075.629449
51,003,Albemarle,Virginia,112395,+38.052435,-078.519241
51,005,Alleghany,Virginia,15223,+37.802458,-079.929858
51,007,Amelia,Virginia,13265,+37.341510,-077.973985
51,009,Amherst,Virginia,31307,+37.518911,-079.103500
51,011,Appomattox,Virginia,16119,+37.360190,-078.837020
51,013,Arlington,Virginia,238643,+38.874744,-077.099874
51,015,Augusta,Virginia,77487,+38.127146,-079.031050
51,017,Bath,Virginia,4209,+38.018911,-079.758923
51,019,Bedford,Virginia,79462,+37.320204,-079.485385
51,021,Bland,Virginia,6270,+37.150078,-081.087264
51,023,Botetourt,Virginia,33596,+37.446422,-079.853138
51,025,Brunswick,Virginia,15849,+36.758266,-077.863297
51,027,Buchanan,Virginia,20355,+37.264124,-082.059132
51,029,Buckingham,Virginia,16824,+37.580161,-078.485095
51,031,Campbell,Virginia,55696,+37.261518,-079.169047
51,033,Caroline,Virginia,30887,+38.008700,-077.438652
51,035,Carroll,Virginia,29155,+36.713036,-080.762136
51,036,Charles City,Virginia,6773,+37.383394,-077.101446
51,037,Charlotte,Virginia,11529,+37.022060,-078.630278
51,041,Chesterfield,Virginia,364548,+37.418312,-077.556155
51,043,Clarke,Virginia,14783,+39.129417,-077.987382
51,045,Craig,Virginia,4892,+37.475420,-080.173756
51,047,Culpeper,Virginia,52552,+38.498243,-077.999051
51,049,Cumberland,Virginia,9675,+37.481359,-078.258673
51,051,Dickenson,Virginia,14124,+37.143369,-082.378751
51,053,Dinwiddie,Virginia,27947,+37.135652,-077.560510
51,057,Essex,Virginia,10599,+37.908781,-076.901329
51,059,Fairfax,Virginia,1150309,+38.844726,-077.259110
51,061,Fauquier,Virginia,72972,+38.695515,-077.774094
51,063,Floyd,Virginia,15476,+36.943205,-080.342366
51,065,Fluvanna,Virginia,27249,+37.888642,-078.301835
51,067,Franklin,Virginia,54477,+37.020940,-079.857581
51,069,Frederick,Virginia,91419,+39.166263,-078.188362
51,071,Giles,Virginia,16787,+37.318524,-080.717789
51,073,Gloucester,Virginia,38711,+37.376310,-076.529483
51,075,Goochland,Virginia,24727,+37.700050,-077.837570
51,077,Grayson,Virginia,15333,+36.645604,-081.114627
51,079,Greene,Virginia,20552,+38.250643,-078.419667
51,081,Greensville,Virginia,11391,+36.723794,-077.536797
51,083,Halifax,Virginia,34022,+36.748512,-078.926925
51,085,Hanover,Virginia,109979,+37.686944,-077.418063
51,087,Henrico,Virginia,334389,+37.604639,-077.498572
51,089,Henry,Virginia,50948,+36.690100,-079.902329
51,091,Highland,Virginia,2232,+38.386566,-079.570507
51,093,Isle of Wight,Virginia,38606,+36.924550,-076.644703
51,095,James City,Virginia,78254,+37.297936,-076.759880
51,097,King and Queen,Virginia,6608,+37.697980,-076.891199
51,099,King George,Virginia,26723,+38.290179,-077.163647
51,101,King William,Virginia,17810,+37.705655,-077.062634
51,103,Lancaster,Virginia,10919,+37.703954,-076.435886
51,105,Lee,Virginia,22173,+36.714437,-083.102612
51,107,Loudoun,Virginia,420959,+39.034341,-077.517540
51,109,Louisa,Virginia,37596,+37.982264,-077.971413
51,111,Lunenburg,Virginia,11936,+36.970037,-078.216617
51,113,Madison,Virginia,13837,+38.376095,-078.234462
51,115,Mathews,Virginia,8533,+37.445239,-076.342339
51,117,Mecklenburg,Virginia,30319,+36.690417,-078.318472
51,119,Middlesex,Virginia,10625,+37.601288,-076.503852
51,121,Montgomery,Virginia,99721,+37.189478,-080.413551
51,125,Nelson,Virginia,14775,+37.812328,-078.873020
51,127,New Kent,Virginia,22945,+37.497961,-077.041127
51,131,Northampton,Virginia,12282,+37.388365,-075.919193
51,133,Northumberland,Virginia,11839,+37.888285,-076.408327
51,135,Nottoway,Virginia,15642,+37.146300,-078.078841
51,137,Orange,Virginia,36254,+38.271901,-077.954737
51,139,Page,Virginia,23709,+38.604540,-078.500572
51,141,Patrick,Virginia,17608,+36.654401,-080.284499
51,143,Pittsylvania,Virginia,60501,+36.769810,-079.411183
51,145,Powhatan,Virginia,30333,+37.542880,-077.875784
51,147,Prince Edward,Virginia,21849,+37.257792,-078.422205
51,149,Prince George,Virginia,43010,+37.219071,-077.300134
51,153,Prince William,Virginia,482204,+38.691881,-077.411563
51,155,Pulaski,Virginia,33800,+37.082088,-080.703764
51,157,Rappahannock,Virginia,7348,+38.695715,-078.123809
51,159,Richmond,Virginia,8923,+37.947361,-076.716497
51,161,Roanoke,Virginia,96929,+37.270592,-079.990218
51,163,Rockbridge,Virginia,22650,+37.787711,-079.427154
51,165,Rockingham,Virginia,83757,+38.452246,-078.838150
51,167,Russell,Virginia,25781,+36.935321,-082.086825
51,169,Scott,Virginia,21576,+36.683147,-082.596616
51,171,Shenandoah,Virginia,44186,+38.870724,-078.526715
51,173,Smyth,Virginia,29800,+36.828217,-081.574516
51,175,Southampton,Virginia,17996,+36.717292,-077.067406
51,177,Spotsylvania,Virginia,140032,+38.238583,-077.569152
51,179,Stafford,Virginia,156927,+38.415146,-077.450270
51,181,Surry,Virginia,6561,+37.116405,-076.868309
51,183,Sussex,Virginia,10829,+36.973226,-077.212078
51,185,Tazewell,Virginia,40429,+37.146681,-081.564501
51,187,Warren,Virginia,40727,+38.927717,-078.178302
51,191,Washington,Virginia,53935,+36.702853,-081.972673
51,193,Westmoreland,Virginia,18477,+38.160791,-076.854228
51,195,Wise,Virginia,36130,+36.951164,-082.612989
51,197,Wythe,Virginia,28290,+36.919638,-081.068530
51,199,York,Virginia,70045,+37.174598,-076.495318
51,510,Alexandria,Virginia,159467,+38.819775,-077.091035
51,520,Bristol,Virginia,17219,+36.610521,-082.169169
51,530,Buena Vista,Virginia,6641,+37.733971,-079.352679
51,540,Charlottesville,Virginia,46553,+38.033197,-078.490351
51,550,Chesapeake,Virginia,249422,+36.755679,-076.282736
51,570,Colonial Heights,Virginia,18170,+37.264114,-077.401819
51,580,Covington,Virginia,5737,+37.781159,-079.989386
51,590,Danville,Virginia,42590,+36.591483,-079.409217
51,595,Emporia,Virginia,5766,+36.692193,-077.541334
51,600,Fairfax,Virginia,24146,+38.851844,-077.302407
51,610,Falls Church,Virginia,14658,+38.883587,-077.174338
51,620,Franklin,Virginia,8180,+36.679019,-076.937037
51,630,Fredericksburg,Virginia,27982,+38.299101,-077.483494
51,640,Galax,Virginia,6720,+36.666194,-080.918852
51,650,Hampton,Virginia,137148,+37.043069,-076.367924
51,660,Harrisonburg,Virginia,51814,+38.440800,-078.868276
51,670,Hopewell,Virginia,23033,+37.289394,-077.305511
51,678,Lexington,Virginia,7320,+37.784392,-079.443722
51,680,Lynchburg,Virginia,79009,+37.392830,-079.190579
51,683,Manassas,Virginia,42772,+38.752740,-077.475101
51,685,Manassas Park,Virginia,17219,+38.772165,-077.448688
51,690,Martinsville,Virginia,13485,+36.682806,-079.863773
51,700,Newport News,Virginia,186247,+37.090511,-076.496261
51,710,Norfolk,Virginia,238005,+36.896214,-076.260623
51,720,Norton,Virginia,3687,+36.937981,-082.623258
51,730,Petersburg,Virginia,33458,+37.209954,-077.395423
51,735,Poquoson,Virginia,12460,+37.131572,-076.381528
51,740,Portsmouth,Virginia,97915,+36.833211,-076.352840
51,750,Radford,Virginia,16070,+37.128256,-080.559565
51,760,Richmond,Virginia,226610,+37.535453,-077.466456
51,770,Roanoke,Virginia,100011,+37.278530,-079.960240
51,775,Salem,Virginia,25346,+37.286907,-080.056262
51,790,Staunton,Virginia,25750,+38.157632,-079.077240
51,800,Suffolk,Virginia,94324,+36.781867,-076.551079
51,810,Virginia Beach,Virginia,459470,+36.821388,-076.100566
51,820,Waynesboro,Virginia,22196,+38.072102,-078.898326
51,830,Williamsburg,Virginia,15425,+37.275238,-076.710426
51,840,Winchester,Virginia,28120,+39.174971,-078.170677
72,001,Adjuntas,Puerto Rico,111111,+18.222234,-066.430406
72,003,Aguada,Puerto Rico,111111,+18.222234,-066.430406
72,005,Aguadilla,Puerto Rico,111111,+18.222234,-066.430406
72,007,Aguas,Puerto Rico,111111,+18.222234,-066.430406
72,009,Aibonito,Puerto Rico,111111,+18.222234,-066.430406
72,011,Anasco,Puerto Rico,111111,+18.222234,-066.430406
72,013,Arecibo,Puerto Rico,111111,+18.222234,-066.430406
72,015,Arroyo,Puerto Rico,111111,+18.222234,-066.430406
72,017,Barceloneta,Puerto Rico,111111,+18.222234,-066.430406
72,019,Barranquitas,Puerto Rico,111111,+18.222234,-066.430406
72,021,Bayamon,Puerto Rico,111111,+18.222234,-066.430406
72,023,Cabo Rojo,Puerto Rico,111111,+18.222234,-066.430406
72,025,Caguas,Puerto Rico,111111,+18.222234,-066.430406
72,027,Camuy,Puerto Rico,111111,+18.222234,-066.430406
72,029,Canovanas,Puerto Rico,111111,+18.222234,-066.430406
72,031,Carolina,Puerto Rico,111111,+18.222234,-066.430406
72,033,Catano,Puerto Rico,111111,+18.222234,-066.430406
72,035,Cayey,Puerto Rico,111111,+18.222234,-066.430406
72,037,Ceiba,Puerto Rico,111111,+18.222234,-066.430406
72,039,Ciales,Puerto Rico,111111,+18.222234,-066.430406
72,041,Cidra,Puerto Rico,111111,+18.222234,-066.430406
72,043,Coamo,Puerto Rico,111111,+18.222234,-066.430406
72,045,Comerio,Puerto Rico,111111,+18.222234,-066.430406
72,047,Corozal,Puerto Rico,111111,+18.222234,-066.430406
72,049,Culebra,Puerto Rico,111111,+18.222234,-066.430406
72,051,Dorado,Puerto Rico,111111,+18.222234,-066.430406
72,053,Fajardo,Puerto Rico,111111,+18.222234,-066.430406
72,054,Florida,Puerto Rico,111111,+18.222234,-066.430406
72,055,Guanica,Puerto Rico,111111,+18.222234,-066.430406
72,057,Guayama,Puerto Rico,111111,+18.222234,-066.430406
72,059,Guayanilla,Puerto Rico,111111,+18.222234,-066.430406
72,061,Guaynabo,Puerto Rico,111111,+18.222234,-066.430406
72,063,Gurabo,Puerto Rico,111111,+18.222234,-066.430406
72,065,Hatillo,Puerto Rico,111111,+18.222234,-066.430406
72,067,Hormigueros,Puerto Rico,111111,+18.222234,-066.430406
72,069,Humacao,Puerto Rico,111111,+18.222234,-066.430406
72,071,Isabela,Puerto Rico,111111,+18.222234,-066.430406
72,073,Jayuya,Puerto Rico,111111,+18.222234,-066.430406
72,075,Juana Diaz,Puerto Rico,111111,+18.222234,-066.430406
72,077,Juncos,Puerto Rico,111111,+18.222234,-066.430406
72,079,Lajas,Puerto Rico,111111,+18.222234,-066.430406
72,081,Lares,Puerto Rico,111111,+18.222234,-066.430406
72,083,Las Marias,Puerto Rico,111111,+18.222234,-066.430406
72,085,Las Piedras,Puerto Rico,111111,+18.222234,-066.430406
72,087,Loiza,Puerto Rico,111111,+18.222234,-066.430406
72,089,Luquillo,Puerto Rico,111111,+18.222234,-066.430406
72,091,Manati,Puerto Rico,111111,+18.222234,-066.430406
72,093,Maricao,Puerto Rico,111111,+18.222234,-066.430406
72,095,Maunabo,Puerto Rico,111111,+18.222234,-066.430406
72,097,Mayaguez,Puerto Rico,111111,+18.222234,-066.430406
72,099,Moca,Puerto Rico,111111,+18.222234,-066.430406
72,101,Morovis,Puerto Rico,111111,+18.222234,-066.430406
72,103,Naguabo,Puerto Rico,111111,+18.222234,-066.430406
72,105,Naranjito,Puerto Rico,111111,+18.222234,-066.430406
72,107,Orocovis,Puerto Rico,111111,+18.222234,-066.430406
72,109,Patillas,Puerto Rico,111111,+18.222234,-066.430406
72,111,Penuelas,Puerto Rico,111111,+18.222234,-066.430406
72,113,Ponce,Puerto Rico,111111,+18.222234,-066.430406
72,115,Quebradillas,Puerto Rico,111111,+18.222234,-066.430406
72,117,Rincon,Puerto Rico,111111,+18.222234,-066.430406
72,119,Rio Grande,Puerto Rico,111111,+18.222234,-066.430406
72,121,Sabana Grande,Puerto Rico,111111,+18.222234,-066.430406
72,123,Salinas,Puerto Rico,111111,+18.222234,-066.430406
72,125,San German,Puerto Rico,111111,+18.222234,-066.430406
72,127,San Juan,Puerto Rico,111111,+18.222234,-066.430406
72,129,San Lorenzo,Puerto Rico,111111,+18.222234,-066.430406
72,131,San Sebastian,Puerto Rico,111111,+18.222234,-066.430406
72,133,Santa Isabel,Puerto Rico,111111,+18.222234,-066.430406
72,135,Toa Alta,Puerto Rico,111111,+18.222234,-066.430406
72,137,Toa Baja,Puerto Rico,111111,+18.222234,-066.430406
72,139,Trujillo Alto,Puerto Rico,111111,+18.222234,-066.430406
72,141,Utuado,Puerto Rico,111111,+18.222234,-066.430406
72,143,Vega Alta,Puerto Rico,111111,+18.222234,-066.430406
72,145,Vega Baja,Puerto Rico,111111,+18.222234,-066.430406
72,147,Vieques,Puerto Rico,111111,+18.222234,-066.430406
72,149,Villalba,Puerto Rico,111111,+18.222234,-066.430406
72,151,Yabucoa,Puerto Rico,111111,+18.222234,-066.430406
72,153,Yauco,Puerto Rico,111111,+18.222234,-066.430406
